transaction_id,timestamp,event,code,detail
TXN_OK_163,2026-09-04T16:51:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_OK_170,2026-09-04T17:02:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_OK_178,2026-09-04T17:02:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_OK_170,2026-09-04T17:02:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_OK_178,2026-09-04T17:02:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_OK_165,2026-09-04T17:19:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_OK_165,2026-09-04T17:19:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_PD_131,2026-09-04T17:50:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_PD_131,2026-09-04T17:50:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_OK_169,2026-09-04T19:37:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_OK_169,2026-09-04T19:37:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_PD_124,2026-09-04T20:36:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_PD_124,2026-09-04T20:36:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_BT_104,2026-09-04T20:41:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_BT_104,2026-09-04T20:41:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_OK_168,2026-09-04T21:09:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_OK_168,2026-09-04T21:09:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_GF_147,2026-09-04T22:02:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request received
TXN_GF_147,2026-09-04T22:02:01.000Z,VALIDATION_FAILED,GW_INVALID_BENEFICIARY,Beneficiary IFSC failed checksum validation
TXN_PD_133,2026-09-04T23:04:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_PD_133,2026-09-04T23:04:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_OK_171,2026-09-05T00:16:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_OK_171,2026-09-05T00:16:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_BT_109,2026-09-05T00:32:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_BT_109,2026-09-05T00:32:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_OK_167,2026-09-05T00:48:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_OK_167,2026-09-05T00:48:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_BT_115,2026-09-05T00:54:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_BT_115,2026-09-05T00:54:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_OK_158,2026-09-05T01:57:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_OK_158,2026-09-05T01:57:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_PD_126,2026-09-05T02:29:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_PD_126,2026-09-05T02:29:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_OK_180,2026-09-05T02:56:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_OK_180,2026-09-05T02:56:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_LD_139,2026-09-05T03:12:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_LD_139,2026-09-05T03:12:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_BT_111,2026-09-05T03:22:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_BT_111,2026-09-05T03:22:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_GF_152,2026-09-05T03:27:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request received
TXN_GF_152,2026-09-05T03:27:03.000Z,VALIDATION_FAILED,GW_INVALID_BENEFICIARY,Beneficiary IFSC failed checksum validation
TXN_OK_174,2026-09-05T03:29:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_OK_174,2026-09-05T03:29:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_OK_161,2026-09-05T03:33:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_OK_161,2026-09-05T03:33:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_PD_134,2026-09-05T03:46:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_PD_134,2026-09-05T03:46:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_OK_179,2026-09-05T04:49:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_OK_179,2026-09-05T04:49:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_GATEWAY_FAILED_001,2026-09-05T05:00:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request received
TXN_GATEWAY_FAILED_001,2026-09-05T05:00:01.000Z,VALIDATION_FAILED,GW_INVALID_BENEFICIARY,Beneficiary IFSC failed checksum validation
TXN_BT_122,2026-09-05T05:49:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_BT_122,2026-09-05T05:49:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_GF_149,2026-09-05T06:30:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request received
TXN_GF_149,2026-09-05T06:30:03.000Z,VALIDATION_FAILED,GW_INVALID_BENEFICIARY,Beneficiary IFSC failed checksum validation
TXN_LD_142,2026-09-05T07:11:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_LD_142,2026-09-05T07:11:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_SUCCESS_001,2026-09-05T08:00:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_SUCCESS_001,2026-09-05T08:00:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_LEDGER_DELAY_001,2026-09-05T09:44:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_LEDGER_DELAY_001,2026-09-05T09:44:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_PROCESSOR_DELAY_001,2026-09-05T09:56:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_PROCESSOR_DELAY_001,2026-09-05T09:56:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
TXN_BANK_TIMEOUT_001,2026-09-05T09:58:00.000Z,REQUEST_ACCEPTED,GW_OK,Payout request validated
TXN_BANK_TIMEOUT_001,2026-09-05T09:58:01.000Z,HANDOFF_TO_BANK,GW_OK,Forwarded to settlement bank
